input,output
어선 대일호 서해영해 50~100톤미만 8월 0-4시,충돌
어선 339풍운호 남해공해 50~100톤미만 6월 16-20시,기관손상
"화물선 썬리오 남해공해 5,000~10,000톤미만 1월 20-24시",부유물감김
"유조선 씨에스썸머호 부산항 및 진입수로 5,000~10,000톤미만 5월 16-20시",충돌
어선 건영호 목포항 및 진입수로 1~2톤미만 10월 16-20시,충돌
"화물선 뉴럭키 기타 5,000~10,000톤미만 8월 16-20시",충돌
어선 모세호 서해영해 1~2톤미만 10월 4-8시,충돌
"유조선 써니오리온(SUNNY ORION) 남해영해 5,000~10,000톤미만 5월 8-12시",화재 · 폭발
어선 현진호 서해영해 1~2톤미만 10월 4-8시,충돌
"화물선 비비씨푸지호 서해영해 5,000~10,000톤미만 3월 8-12시",해양오염
"유조선 케이에스 아도니스호 평택항, 당진항 5,000~10,000톤미만 4월 4-8시",충돌
어선 대우호 서해영해 20~25톤미만 10월 16-20시,충돌
"화물선 케이에스 아도니스호 대산항 및 진입수로 5,000~10,000톤미만 7월 20-24시",안전사고
"화물선 제3흥아파이오니아 기타 5,000~10,000톤미만 4월 20-24시",화재 · 폭발
어선 제201동운호 기타 50~100톤미만 2월 0-4시,기관손상
어선 제808한일호 남해공해 50~100톤미만 2월 16-20시,추진축계손상
"유조선 흥아 파이오니어 여수항, 광양항 및 진입수로 5,000~10,000톤미만 5월 16-20시",해양오염
어선 대광호 동해공해 50~100톤미만 2월 0-4시,기관손상
어선 306민금호 남해공해 50~100톤미만 5월 16-20시,부유물감김
어선 대광호 동해공해 50~100톤미만 6월 0-4시,기관손상
어선 제307대현호 남해영해 50~100톤미만 10월 4-8시,충돌
어선 306민금호 남해공해 50~100톤미만 11월 0-4시,충돌
어선 대광호 동해공해 50~100톤미만 12월 16-20시,충돌
어선 영광호 남해영해 50~100톤미만 1월 8-12시,안전사고
어선 제201동운호 서해영해 50~100톤미만 8월 12-16시,안전사고
어선 제327승만호 서해영해 50~100톤미만 9월 12-16시,안전사고
어선 제309우영호 동해영해 50~100톤미만 12월 12-16시,충돌
어선 327승만호 남해영해 50~100톤미만 3월 16-20시,기관손상
"유조선 케이에스 클로버 서해공해 5,000~10,000톤미만 7월 4-8시",충돌
어선 대광호 동해공해 50~100톤미만 4월 16-20시,기관손상
"화물선 수와코 서해영해 1,000~5,000톤미만 10월 16-20시",충돌
"기타선 세계로호 남해영해 5,000~10,000톤미만 2월 12-16시",해양오염
"기타선 세계로호 남해공해 5,000~10,000톤미만 1월 20-24시",부유물감김
어선 327승만호 서해영해 50~100톤미만 5월 4-8시,부유물감김
어선 88현대호 남해영해 50~100톤미만 7월 8-12시,화재 · 폭발
"기타선 세방20001호 남해영해 5,000~10,000톤미만 12월 4-8시",충돌
어선 혜진호 동해영해 50~100톤미만 8월 0-4시,침몰
어선 306민금호 서해공해 50~100톤미만 8월 4-8시,안전사고
"화물선 창리안하이 남해공해 5,000~10,000톤미만 11월 0-4시",화재 · 폭발
"기타선 흥우8400호 남해영해 5,000~10,000톤미만 7월 20-24시",침몰
어선 8이성호 남해공해 50~100톤미만 10월 4-8시,기관손상
어선 제508동민호 서해영해 50~100톤미만 12월 0-4시,충돌
어선 88현대호 남해공해 50~100톤미만 4월 8-12시,부유물감김
어선 307대현호 남해공해 50~100톤미만 4월 12-16시,기관손상
어선 제17금영호 서해영해 50~100톤미만 4월 4-8시,안전사고
어선 제808한일호 서해영해 50~100톤미만 6월 8-12시,충돌
어선 제327승만호 기타 50~100톤미만 7월 0-4시,부유물감김
어선 효성호 서해영해 50~100톤미만 8월 0-4시,부유물감김
어선 대승호 서해영해 3~5톤미만 10월 0-4시,충돌
어선 제306민금호 남해공해 50~100톤미만 11월 20-24시,부유물감김
"유조선 스프링 인천항 및 진입수로 5,000~10,000톤미만 1월 12-16시",화재 · 폭발
어선 제327승만호 서해영해 50~100톤미만 12월 8-12시,추진축계손상
어선 만세호 남해영해 50~100톤미만 12월 16-20시,부유물감김
어선 306민금호 남해공해 50~100톤미만 1월 12-16시,부유물감김
어선 제307대현호 남해공해 50~100톤미만 2월 20-24시,부유물감김
"유조선 엘 조로 인천항 및 진입수로 5,000~10,000톤미만 3월 12-16시",좌초
"화물선 티안 주이 인천항 및 진입수로 5,000~10,000톤미만 4월 0-4시",충돌
어선 제8이성호 남해영해 50~100톤미만 1월 8-12시,안전사고
"화물선 윈히로우 서해영해 1,000~5,000톤미만 10월 0-4시",충돌
어선 제309우영호 동해영해 50~100톤미만 6월 8-12시,기관손상
어선 영광호 남해영해 50~100톤미만 7월 8-12시,좌초
"유조선 본 첼린저호 울산항(미포만포함), 포항항 5,000~10,000톤미만 1월 0-4시",접촉
"화물선 머메이드스타 동해공해 5,000~10,000톤미만 1월 4-8시",충돌
"화물선 케이에스헤르메스2호 남해영해 5,000~10,000톤미만 10월 0-4시",기관손상
어선 제327승만호 서해영해 50~100톤미만 8월 16-20시,기관손상
어선 일광호 남해공해 50~100톤미만 12월 12-16시,부유물감김
"화물선 두우 홍콩호 서해영해 5,000~10,000톤미만 3월 16-20시",기관손상
어선 제317금강호 서해공해 50~100톤미만 1월 20-24시,기관손상
"어선 818창운호 삼천포, 통영항, 통영해만, 견내량수로 50~100톤미만 2월 12-16시",화재 · 폭발
"화물선 동친상하이호 평택항, 당진항 5,000~10,000톤미만 11월 20-24시",해양오염
어선 제2008용승호 남해공해 50~100톤미만 5월 0-4시,부유물감김
"화물선 동친상하이호 서해공해 5,000~10,000톤미만 1월 4-8시",기관손상
"화물선 탤런트 에이스 장항항,군산항 및 진입수로 5,000~10,000톤미만 7월 20-24시",충돌
"화물선 시노코도쿄(SINOKOR TOKYO)호 기타 5,000~10,000톤미만 3월 12-16시",운항저해
"화물선 시노코 칭다오호 기타 5,000~10,000톤미만 5월 0-4시",화재 · 폭발
"화물선 시노코 요코하마호 기타 5,000~10,000톤미만 11월 12-16시",화재 · 폭발
어선 제3대건호 기타 50~100톤미만 5월 16-20시,추진축계손상
어선 제5동해호 서해영해 50~100톤미만 7월 12-16시,충돌
어선 제39대부호 서해영해 50~100톤미만 9월 4-8시,안전사고
"화물선 세이요 가디스(SEIYO GODDESS) 울산항(미포만포함), 포항항 5,000~10,000톤미만 10월 8-12시",안전사고
"화물선 트레져 오션 장항항,군산항 및 진입수로 5,000~10,000톤미만 3월 4-8시",화재 · 폭발
어선 103경남호 남해공해 50~100톤미만 10월 4-8시,조타장치손상
어선 103경남호 남해공해 50~100톤미만 10월 4-8시,조타장치손상
어선 명성호 서해영해 3~5톤미만 10월 12-16시,충돌
"화물선 페가서스요타호 부산항 및 진입수로 5,000~10,000톤미만 10월 16-20시",해양오염
어선 덕성호 서해영해 15~20톤미만 9월 0-4시,안전사고
어선 제97한진호 동해공해 50~100톤미만 12월 12-16시,충돌
어선 제71경동호 서해공해 50~100톤미만 12월 20-24시,기관손상
어선 제507유일호 기타 50~100톤미만 12월 8-12시,추진축계손상
어선 유성호 남해영해 50~100톤미만 1월 4-8시,충돌
어선 제11청신 남해영해 50~100톤미만 1월 4-8시,부유물감김
어선 2003천왕성호 남해공해 50~100톤미만 1월 12-16시,기관손상
어선 808창백호 동해공해 50~100톤미만 2월 12-16시,조타장치손상
"화물선 페가서스제타 남해영해 5,000~10,000톤미만 9월 20-24시",해양오염
"화물선 써니칼라(SUNNY CALLA)호 남해영해 5,000~10,000톤미만 8월 4-8시",충돌
"기타선 레이크 샴플레인(LAKE CHAMPLAIN) 동해공해 5,000~10,000톤미만 5월 12-16시",충돌
어선 제305한일호 남해공해 50~100톤미만 3월 4-8시,기관손상
어선 37강동호 남해영해 50~100톤미만 4월 0-4시,충돌
"화물선 마르클라우드 인천항 및 진입수로 5,000~10,000톤미만 8월 20-24시",해양오염
"화물선 머큐리 트라이엠프 남해공해 5,000~10,000톤미만 3월 12-16시",충돌
"화물선 오렌지 링크 동해영해 5,000~10,000톤미만 1월 8-12시",충돌
어선 제507유일호 부산항 및 진입수로 50~100톤미만 6월 8-12시,충돌
어선 109영신호 동해공해 50~100톤미만 7월 20-24시,부유물감김
어선 제3대건호 서해영해 50~100톤미만 10월 8-12시,안전사고
어선 광양1호 서해영해 15~20톤미만 11월 16-20시,안전사고
"어선 제37강동호 삼천포, 통영항, 통영해만, 견내량수로 50~100톤미만 10월 8-12시",침수
어선 제507유일호 서해영해 50~100톤미만 10월 12-16시,해양오염
어선 제2003용문호 서해영해 50~100톤미만 11월 12-16시,충돌
어선 안흥호 서해영해 15~20톤미만 12월 20-24시,안전사고
"화물선 오리엔탈 베가(ORIENTAL VEGA) 동해영해 5,000~10,000톤미만 6월 4-8시",충돌
어선 제11청신호 남해공해 50~100톤미만 1월 8-12시,부유물감김
어선 제507유일호 동해공해 50~100톤미만 1월 20-24시,추진축계손상
"화물선 오션 히어로 서해영해 5,000~10,000톤미만 3월 8-12시",화재 · 폭발
"화물선 컨쉽에라 부산항 및 진입수로 5,000~10,000톤미만 2월 12-16시",안전사고
어선 제52세영호 동해공해 50~100톤미만 1월 8-12시,화재 · 폭발
어선 제52세영호 동해공해 50~100톤미만 3월 8-12시,추진축계손상
어선 유성호 남해영해 50~100톤미만 5월 16-20시,기관손상
"화물선 제이에프이-1 서해영해 5,000~10,000톤미만 9월 8-12시",충돌
어선 제103명진호 서해영해 5~10톤미만 10월 12-16시,충돌
"화물선 코렉스여수호 남해영해 5,000~10,000톤미만 10월 4-8시",충돌
"화물선 베가카파호 부산항 및 진입수로 5,000~10,000톤미만 4월 20-24시",해양오염
"화물선 퍼시픽 센젠 평택항, 당진항 5,000~10,000톤미만 5월 16-20시",기타
"화물선 퍼시픽센젠 서해영해 5,000~10,000톤미만 7월 4-8시",기관손상
"화물선 우현호프호 서해공해 5,000~10,000톤미만 4월 4-8시",화재 · 폭발
"화물선 우현 호프호 서해영해 5,000~10,000톤미만 4월 8-12시",화재 · 폭발
"화물선 바오 리 서해영해 10,000~20,000톤미만 9월 12-16시",화재 · 폭발
"기타선 대봉호 남해영해 10,000~20,000톤미만 7월 4-8시",화재 · 폭발
"유조선 더셰리프호 울산항(미포만포함), 포항항 10,000~20,000톤미만 12월 4-8시",해양오염
어선 2003용문호 서해영해 50~100톤미만 7월 20-24시,기관손상
"유조선 라이트하우스 원모어 남해영해 10,000~20,000톤미만 1월 4-8시",충돌
"화물선 동방자이언트2호 동해공해 10,000~20,000톤미만 1월 4-8시",기관손상
"화물선 님프(NYMPH)호 동해영해 10,000~20,000톤미만 11월 0-4시",충돌
어선 제52세영호 동해공해 50~100톤미만 7월 20-24시,화재 · 폭발
어선 유성호 서해공해 50~100톤미만 10월 0-4시,충돌
어선 206동양호 남해영해 50~100톤미만 12월 4-8시,충돌
"화물선 유진에이스호 기타 10,000~20,000톤미만 6월 20-24시",안전사고
어선 제2777대림호 동해영해 50~100톤미만 1월 8-12시,침수
"화물선 팀가드(TIMGAD) 마산항, 진해항, 진해만(가덕수로) 10,000~20,000톤미만 2월 8-12시",충돌
어선 제309길령호 남해공해 50~100톤미만 1월 20-24시,부유물감김
"여객선 군산 펄호 장항항,군산항 및 진입수로 10,000~20,000톤미만 12월 16-20시",안전사고
어선 202한일호 남해영해 50~100톤미만 4월 8-12시,안전사고
"유조선 골든 요사 여수항, 광양항 및 진입수로 10,000~20,000톤미만 12월 0-4시",해양오염
어선 제206동양호 기타 50~100톤미만 5월 8-12시,부유물감김
어선 유성호 남해영해 50~100톤미만 6월 20-24시,추진축계손상
어선 제311명천호 남해영해 50~100톤미만 8월 12-16시,화재 · 폭발
어선 제507유일호 서해영해 50~100톤미만 10월 8-12시,충돌
"유조선 비더블유 스트림 동해영해 10,000~20,000톤미만 10월 0-4시",충돌
어선 제2006삼성호 서해영해 50~100톤미만 10월 0-4시,좌초
어선 제97한진호 동해공해 50~100톤미만 11월 8-12시,추진축계손상
"여객선 신위진샹 서해영해 10,000~20,000톤미만 7월 0-4시",화재 · 폭발
어선 빅오션호 동해영해 50~100톤미만 12월 12-16시,기관손상
어선 제909주영호 동해공해 50~100톤미만 12월 4-8시,화재 · 폭발
어선 제2006삼성호 서해영해 50~100톤미만 12월 8-12시,부유물감김
어선 제909주영호 동해공해 50~100톤미만 1월 8-12시,기관손상
어선 유성호 남해영해 50~100톤미만 2월 8-12시,부유물감김
어선 제2003용문호 서해공해 50~100톤미만 2월 0-4시,부유물감김
어선 311명천호 서해영해 50~100톤미만 2월 8-12시,기관손상
어선 제318성덕호 남해영해 50~100톤미만 5월 4-8시,기관손상
어선 제2020신진호 목포항 및 진입수로 50~100톤미만 6월 4-8시,화재 · 폭발
어선 제309길령호 서해영해 50~100톤미만 7월 16-20시,기타
어선 제17경산호 서해공해 50~100톤미만 8월 16-20시,안전사고
어선 219신흥호 남해영해 50~100톤미만 8월 16-20시,안전사고
어선 제109영신호 서해영해 50~100톤미만 10월 0-4시,좌초
어선 제909주영호 동해공해 50~100톤미만 10월 8-12시,안전사고
"화물선 코르사코브 부산항 및 진입수로 10,000~20,000톤미만 8월 12-16시",해양오염
어선 도청호 남해영해 50~100톤미만 11월 8-12시,접촉
어선 제2006삼성호 서해영해 50~100톤미만 11월 8-12시,화재 · 폭발
"어선 5대성호 울산항(미포만포함), 포항항 50~100톤미만 10월 12-16시",운항저해
어선 성화호 동해공해 50~100톤미만 6월 12-16시,기타
"어선 제5대성호 울산항(미포만포함), 포항항 50~100톤미만 8월 12-16시",화재 · 폭발
어선 2017남성호 남해영해 50~100톤미만 10월 20-24시,충돌
"어선 성경호 울산항(미포만포함), 포항항 50~100톤미만 6월 0-4시",조타장치손상
어선 제1대영호 동해공해 50~100톤미만 11월 20-24시,안전사고
어선 제5승진호 동해영해 50~100톤미만 11월 0-4시,부유물감김
